artistName,origin
Bright Eyes,https://en.wikipedia.org/wiki/Mike_Mogis
Cocteau Twins,https://en.wikipedia.org/wiki/Grangemouth
Cocteau Twins,https://en.wikipedia.org/wiki/Dream_pop
Cocteau Twins,https://en.wikipedia.org/wiki/4AD
Cocteau Twins,https://en.wikipedia.org/wiki/Elizabeth_Fraser
The Cranberries,https://en.wikipedia.org/wiki/Limerick
The Cranberries,https://en.wikipedia.org/wiki/Alternative_rock
The Cranberries,https://en.wikipedia.org/wiki/Island_Records
The Cranberries,https://en.wikipedia.org/wiki/Noel_Hogan
The Microphones,"https://en.wikipedia.org/wiki/Olympia,_Washington"
The Microphones,https://en.wikipedia.org/wiki/Indie_rock
The Microphones,https://en.wikipedia.org/wiki/Phil_Elverum
The Microphones,https://en.wikipedia.org/wiki/Mirah
Broken Social Scene,https://en.wikipedia.org/wiki/Toronto
Broken Social Scene,https://en.wikipedia.org/wiki/Indie_rock
Broken Social Scene,https://en.wikipedia.org/wiki/Arts_%26_Crafts_(record_label)
Broken Social Scene,https://en.wikipedia.org/wiki/Ohad_Benchetrit
Foo Fighters,https://en.wikipedia.org/wiki/Seattle
Foo Fighters,https://en.wikipedia.org/wiki/Alternative_rock
Foo Fighters,https://en.wikipedia.org/wiki/Roswell_Records
Foo Fighters,https://en.wikipedia.org/wiki/The_Fire_Theft
Foo Fighters,https://en.wikipedia.org/wiki/Nirvana_(band)
Foo Fighters,https://en.wikipedia.org/wiki/Dave_Grohl
Foo Fighters,https://en.wikipedia.org/wiki/William_Goldsmith
Frank Zappa,https://en.wikipedia.org/wiki/Baltimore
Frank Zappa,https://en.wikipedia.org/wiki/Los_Angeles
Frank Zappa,https://en.wikipedia.org/wiki/Pierce_Brothers_Westwood_Village_Memorial_Park_and_Mortuary
Frank Zappa,https://en.wikipedia.org/wiki/Gail_Zappa
Frank Zappa,https://en.wikipedia.org/wiki/Moon_Zappa
Frank Zappa,https://en.wikipedia.org/wiki/Rock_music
Frank Zappa,https://en.wikipedia.org/wiki/Guitar
Frank Zappa,https://en.wikipedia.org/wiki/Verve_Records
Frank Zappa,https://en.wikipedia.org/wiki/The_Mothers_of_Invention
Grateful Dead,"https://en.wikipedia.org/wiki/Palo_Alto,_California"
Grateful Dead,https://en.wikipedia.org/wiki/Rock_music
Grateful Dead,https://en.wikipedia.org/wiki/Warner_Bros._Records
Grateful Dead,https://en.wikipedia.org/wiki/The_Other_Ones
Grateful Dead,https://en.wikipedia.org/wiki/Jerry_Garcia
Tigran Hamasyan,https://en.wikipedia.org/wiki/Gyumri
Tigran Hamasyan,https://en.wikipedia.org/wiki/Jazz
Dinosaur Jr.,"https://en.wikipedia.org/wiki/Amherst,_Massachusetts"
Dinosaur Jr.,https://en.wikipedia.org/wiki/Alternative_rock
Dinosaur Jr.,https://en.wikipedia.org/wiki/Joyful_Noise_Recordings
Dinosaur Jr.,https://en.wikipedia.org/wiki/J_Mascis
Dinosaur Jr.,https://en.wikipedia.org/wiki/Mike_Johnson_(bassist)
Elliott Smith,"https://en.wikipedia.org/wiki/Omaha,_Nebraska"
Elliott Smith,"https://en.wikipedia.org/wiki/Portland,_Oregon"
Elliott Smith,https://en.wikipedia.org/wiki/Los_Angeles
Elliott Smith,https://en.wikipedia.org/wiki/Indie_folk
Elliott Smith,https://en.wikipedia.org/wiki/Virgin_Records
Screaming Females,"https://en.wikipedia.org/wiki/New_Brunswick,_New_Jersey"
Screaming Females,https://en.wikipedia.org/wiki/Punk_rock
Screaming Females,https://en.wikipedia.org/wiki/Don_Giovanni_Records
Screaming Females,https://en.wikipedia.org/wiki/Marissa_Paternoster
Tennis,https://en.wikipedia.org/wiki/Denver
Tennis,https://en.wikipedia.org/wiki/Indie_pop
Tennis,https://en.wikipedia.org/wiki/Fat_Possum_Records
The Unicorns,https://en.wikipedia.org/wiki/Montreal
The Unicorns,https://en.wikipedia.org/wiki/Indie_rock
The Unicorns,https://en.wikipedia.org/wiki/Alien8_Recordings
The Unicorns,https://en.wikipedia.org/wiki/Nicholas_Thorburn
The Damned,https://en.wikipedia.org/wiki/London
The Damned,https://en.wikipedia.org/wiki/Punk_rock
The Damned,https://en.wikipedia.org/wiki/Stiff_Records
The Damned,https://en.wikipedia.org/wiki/David_Vanian
The Damned,https://en.wikipedia.org/wiki/Brian_James_(guitarist)
American Football,"https://en.wikipedia.org/wiki/Urbana,_Illinois"
American Football,https://en.wikipedia.org/wiki/Emo
American Football,https://en.wikipedia.org/wiki/Polyvinyl_Record_Co.
American Football,https://en.wikipedia.org/wiki/Owen_(musician)
American Football,https://en.wikipedia.org/wiki/Cap%27n_Jazz
American Football,https://en.wikipedia.org/wiki/Mike_Kinsella
Kendrick Lamar,"https://en.wikipedia.org/wiki/Compton,_California"
Kendrick Lamar,"https://en.wikipedia.org/wiki/Centennial_High_School_(Compton,_California)"
Kendrick Lamar,https://en.wikipedia.org/wiki/PGLang
Kendrick Lamar,https://en.wikipedia.org/wiki/Kendrick_Lamar_discography
Kendrick Lamar,https://en.wikipedia.org/wiki/Baby_Keem
Kendrick Lamar,https://en.wikipedia.org/wiki/List_of_awards_and_nominations_received_by_Kendrick_Lamar
Kendrick Lamar,https://en.wikipedia.org/wiki/Hip_hop_music
Kendrick Lamar,https://en.wikipedia.org/wiki/PGLang
Kendrick Lamar,https://en.wikipedia.org/wiki/Black_Hippy
Múm,https://en.wikipedia.org/wiki/Iceland
Múm,https://en.wikipedia.org/wiki/Indietronica
Múm,https://en.wikipedia.org/wiki/FatCat_Records
Múm,https://en.wikipedia.org/wiki/Gunnar_%C3%96rn_Tynes
Múm,https://en.wikipedia.org/wiki/Krist%C3%ADn_Anna_Valt%C3%BDsd%C3%B3ttir
Sidney Gish,https://en.wikipedia.org/wiki/Boston
Sidney Gish,https://en.wikipedia.org/wiki/Indie_rock
The Offspring,"https://en.wikipedia.org/wiki/Garden_Grove,_California"
The Offspring,https://en.wikipedia.org/wiki/Punk_rock
The Offspring,https://en.wikipedia.org/wiki/Columbia_Records
The Offspring,https://en.wikipedia.org/wiki/Dexter_Holland
The Offspring,https://en.wikipedia.org/wiki/James_Lilja
The B-52's,"https://en.wikipedia.org/wiki/Athens,_Georgia"
The B-52's,https://en.wikipedia.org/wiki/New_wave_music
The B-52's,https://en.wikipedia.org/wiki/Island_Records
The B-52's,https://en.wikipedia.org/wiki/Kate_Pierson
The B-52's,https://en.wikipedia.org/wiki/Ricky_Wilson_(American_musician)
Bill Callahan,"https://en.wikipedia.org/wiki/Silver_Spring,_Maryland"
Bill Callahan,https://en.wikipedia.org/wiki/Apocalyptic_folk
Bill Callahan,https://en.wikipedia.org/wiki/Drag_City_(record_label)
Milli Vanilli,https://en.wikipedia.org/wiki/Rob_%26_Fab
Milli Vanilli,https://en.wikipedia.org/wiki/Munich
Milli Vanilli,https://en.wikipedia.org/wiki/Dance-pop
Milli Vanilli,https://en.wikipedia.org/wiki/Arista_Records
Milli Vanilli,https://en.wikipedia.org/wiki/Fab_Morvan
NA,https://en.wikipedia.org/wiki/New_York_City
NA,https://en.wikipedia.org/wiki/Shoegaze
NA,https://en.wikipedia.org/wiki/Friendly_Fire_Recordings
NA,https://en.wikipedia.org/wiki/Yuki_Chikudate
Rise Against,https://en.wikipedia.org/wiki/Chicago
Rise Against,https://en.wikipedia.org/wiki/Melodic_hardcore
Rise Against,https://en.wikipedia.org/wiki/Fat_Wreck_Chords
Rise Against,https://en.wikipedia.org/wiki/Tim_McIlrath
Beirut,"https://en.wikipedia.org/wiki/Santa_Fe,_New_Mexico"
Beirut,https://en.wikipedia.org/wiki/Balkan_music
Beirut,https://en.wikipedia.org/wiki/Ba_Da_Bing_Records
Beirut,https://en.wikipedia.org/wiki/Jeremy_Barnes_(musician)
The Thermals,"https://en.wikipedia.org/wiki/Portland,_Oregon"
The Thermals,https://en.wikipedia.org/wiki/Indie_rock
The Thermals,https://en.wikipedia.org/wiki/Kill_Rock_Stars
The Thermals,https://en.wikipedia.org/wiki/Hutch_Harris
The Smashing Pumpkins,https://en.wikipedia.org/wiki/Chicago
The Smashing Pumpkins,https://en.wikipedia.org/wiki/Alternative_rock
The Smashing Pumpkins,https://en.wikipedia.org/wiki/Caroline_Records
The Smashing Pumpkins,https://en.wikipedia.org/wiki/Starchildren
The Smashing Pumpkins,https://en.wikipedia.org/wiki/Billy_Corgan
The Smashing Pumpkins,https://en.wikipedia.org/wiki/D%27arcy_Wretzky
Rilo Kiley,https://en.wikipedia.org/wiki/Los_Angeles
Rilo Kiley,https://en.wikipedia.org/wiki/Indie_rock
Rilo Kiley,https://en.wikipedia.org/wiki/Warner_Bros._Records
Rilo Kiley,https://en.wikipedia.org/wiki/Jenny_Lewis
Kaki King,https://en.wikipedia.org/wiki/Atlanta
Kaki King,https://en.wikipedia.org/wiki/Instrumental_music
Kaki King,https://en.wikipedia.org/wiki/Lap_steel_guitar
Kaki King,https://en.wikipedia.org/wiki/Velour_Records
Courtney Barnett,https://en.wikipedia.org/wiki/Sydney
Courtney Barnett,https://en.wikipedia.org/wiki/Melbourne
Courtney Barnett,https://en.wikipedia.org/wiki/Indie_rock
Courtney Barnett,https://en.wikipedia.org/wiki/Matador_Records
Caroline Rose,https://en.wikipedia.org/wiki/Long_Island
Caroline Rose,"https://en.wikipedia.org/wiki/Long_Island,_New_York"
Caroline Rose,https://en.wikipedia.org/wiki/Indie_pop
Caroline Rose,https://en.wikipedia.org/wiki/New_West_Records
Willie Nelson,"https://en.wikipedia.org/wiki/Abbott,_Texas"
Willie Nelson,https://en.wikipedia.org/wiki/Shirley_Collie_Nelson
Willie Nelson,https://en.wikipedia.org/wiki/Lukas_Nelson
Willie Nelson,https://en.wikipedia.org/wiki/Bobbie_Nelson
Willie Nelson,https://en.wikipedia.org/wiki/Country_music
Willie Nelson,https://en.wikipedia.org/wiki/Liberty_Records
Willie Nelson,https://en.wikipedia.org/wiki/The_Highwaymen_(country_supergroup)
Willie Nelson,https://en.wikipedia.org/wiki/Wittliff_Collections
The Magnetic Fields,https://en.wikipedia.org/wiki/Boston
The Magnetic Fields,https://en.wikipedia.org/wiki/Indie_pop
The Magnetic Fields,https://en.wikipedia.org/wiki/Merge_Records
The Magnetic Fields,https://en.wikipedia.org/wiki/Stephin_Merritt
Nana Grizol,"https://en.wikipedia.org/wiki/Athens,_Georgia"
Nana Grizol,https://en.wikipedia.org/wiki/Indie_folk
Nana Grizol,https://en.wikipedia.org/wiki/Orange_Twin_Records
Nana Grizol,https://en.wikipedia.org/wiki/Madeline_(musician)
Lilly Hiatt,https://en.wikipedia.org/wiki/Los_Angeles
Lilly Hiatt,https://en.wikipedia.org/wiki/Nashville
Lilly Hiatt,https://en.wikipedia.org/wiki/Country_music
Lilly Hiatt,https://en.wikipedia.org/wiki/New_West_Records
Kamasi Washington,"https://en.wikipedia.org/wiki/Los_Angeles,_California"
Kamasi Washington,https://en.wikipedia.org/wiki/Jazz
Kamasi Washington,https://en.wikipedia.org/wiki/Tenor_saxophone
Kamasi Washington,https://en.wikipedia.org/wiki/Young_(record_label)
Kamasi Washington,https://en.wikipedia.org/wiki/West_Coast_Get_Down
Julia Jacklin,"https://en.wikipedia.org/wiki/Blue_Mountains,_New_South_Wales"
Julia Jacklin,https://en.wikipedia.org/wiki/Indie_pop
Julia Jacklin,https://en.wikipedia.org/wiki/Transgressive_Records
Good Morning,https://en.wikipedia.org/wiki/Melbourne
Good Morning,https://en.wikipedia.org/wiki/Indie_rock
Frances Quinlan,https://en.wikipedia.org/wiki/New_Jersey
Frances Quinlan,https://en.wikipedia.org/wiki/Saddle_Creek_Records
Eurythmics,https://en.wikipedia.org/wiki/London
Eurythmics,https://en.wikipedia.org/wiki/Synth-pop
